场景,风电场景,光伏场景,日氨产量(t/day),时段,时段序号(h),常规负荷功率(MW),风电功率(MW),光伏功率(MW),新能源总功率(MW),碱性电解槽功率(MW),PEM电解槽功率(MW),合成氨装置功率(MW),总负荷功率(MW),购电功率(MW),售电功率(MW),碱性电解槽状态,PEM电解槽状态,合成氨装置状态,电网购电模式,碱性制氢量(kg/h),PEM制氢量(kg/h),合成氨产量(kg/h),购电电价(¥/kWh),售电电价(¥/kWh)
风电1-光伏1,1,1,36.0,23:00-24:00,24,1.4802,3.1919999999999997,0.0,3.1919999999999997,20.000000000000007,20.0,1.5000000000000002,42.98020000000001,39.78820000000001,0.0,1,1,1,1,280.0000000000001,320.0,3000.0000000000005,0.3424,0.3779
风电1-光伏2,1,2,72.0,0:00-1:00,1,1.3698000000000001,9.776,0.0,9.776,20.0,20.0,1.5,42.8698,33.0938,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电1-光伏2,1,2,72.0,1:00-2:00,2,1.0997999999999999,10.904,0.0,10.904,20.0,20.0,1.5,42.5998,31.695800000000002,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电1-光伏2,1,2,72.0,2:00-3:00,3,0.7998000000000001,15.152000000000001,0.0,15.152000000000001,20.0,20.0,1.5,42.299800000000005,27.147800000000004,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电1-光伏2,1,2,72.0,3:00-4:00,4,0.99,13.312,0.0,13.312,20.0,20.0,1.5,42.489999999999995,29.177999999999997,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电1-光伏2,1,2,72.0,4:00-5:00,5,1.1802000000000001,15.072000000000001,0.0,15.072000000000001,20.0,20.0,1.5,42.6802,27.608199999999997,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电1-光伏2,1,2,72.0,5:00-6:00,6,1.6301999999999999,18.724,0.0,18.724,20.0,20.0,1.5,43.1302,24.406200000000002,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电1-光伏2,1,2,72.0,6:00-7:00,7,2.5002,9.628,0.0,9.628,20.0,20.0,1.5,44.0002,34.3722,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电1-光伏2,1,2,72.0,7:00-8:00,8,3.3701999999999996,22.804000000000002,3.2,26.004,20.0,20.0,1.5,44.8702,18.866199999999996,0.0,1,1,1,1,280.0,320.0,3000.0,0.6074,0.3779
风电1-光伏2,1,2,72.0,8:00-9:00,9,4.0098,17.852,10.88,28.732,20.0,20.0,1.5,45.5098,16.7778,0.0,1,1,1,1,280.0,320.0,3000.0,0.6074,0.3779
风电1-光伏2,1,2,72.0,9:00-10:00,10,4.199999999999999,14.328000000000001,17.92,32.248000000000005,20.0,20.0,1.5,45.7,13.451999999999998,0.0,1,1,1,1,280.0,320.0,3000.0,0.6074,0.3779
风电1-光伏2,1,2,72.0,10:00-11:00,11,4.1202,11.904,24.96,36.864000000000004,20.0,20.0,1.5,45.6202,8.756199999999993,0.0,1,1,1,1,280.0,320.0,3000.0,0.8024,0.3779
风电1-光伏2,1,2,72.0,11:00-12:00,12,3.9000000000000004,7.736,31.36,39.096,20.0,20.0,1.5,45.4,6.304000000000002,0.0,1,1,1,1,280.0,320.0,3000.0,0.8024,0.3779
风电1-光伏2,1,2,72.0,12:00-13:00,13,3.2598000000000003,8.556000000000001,35.84,44.396,20.0,20.0,1.5,44.7598,0.3637999999999977,0.0,1,1,1,1,280.0,320.0,3000.0,0.8024,0.3779
风电1-光伏2,1,2,72.0,13:00-14:00,14,2.6898,14.52,37.12,51.64,20.0,20.0,1.5,44.1898,0.0,7.450200000000002,1,1,1,0,280.0,320.0,3000.0,0.8024,0.3779
风电1-光伏2,1,2,72.0,14:00-15:00,15,3.63,6.707999999999999,32.0,38.708,20.0,20.0,1.5,45.129999999999995,6.421999999999997,0.0,1,1,1,1,280.0,320.0,3000.0,0.8024,0.3779
风电1-光伏2,1,2,72.0,15:00-16:00,16,3.8202000000000003,11.175999999999998,25.6,36.775999999999996,20.0,20.0,1.5,45.3202,8.544200000000004,0.0,1,1,1,1,280.0,320.0,3000.0,0.6074,0.3779
风电1-光伏2,1,2,72.0,16:00-17:00,17,3.75,10.107999999999999,19.2,29.308,20.0,20.0,1.5,45.25,15.942,0.0,1,1,1,1,280.0,320.0,3000.0,0.6074,0.3779
风电1-光伏2,1,2,72.0,17:00-18:00,18,3.1398,6.3839999999999995,9.6,15.983999999999998,20.0,20.0,1.5,44.6398,28.655800000000003,0.0,1,1,1,1,280.0,320.0,3000.0,0.6074,0.3779
风电1-光伏2,1,2,72.0,18:00-19:00,19,2.61,6.428000000000001,3.2,9.628,20.0,20.0,1.5,44.11,34.482,0.0,1,1,1,1,280.0,320.0,3000.0,0.8024,0.3779
风电1-光伏2,1,2,72.0,19:00-20:00,20,2.1198,5.736,0.0,5.736,20.0,20.0,1.5,43.6198,37.8838,0.0,1,1,1,1,280.0,320.0,3000.0,0.8024,0.3779
风电1-光伏2,1,2,72.0,20:00-21:00,21,1.8599999999999999,3.752,0.0,3.752,20.0,20.0,1.5,43.36,39.608,0.0,1,1,1,1,280.0,320.0,3000.0,0.8024,0.3779
风电1-光伏2,1,2,72.0,21:00-22:00,22,1.6301999999999999,3.6919999999999997,0.0,3.6919999999999997,20.0,20.0,1.5,43.1302,39.4382,0.0,1,1,1,1,280.0,320.0,3000.0,0.6074,0.3779
风电1-光伏2,1,2,72.0,22:00-23:00,23,1.56,4.88,0.0,4.88,20.0,20.0,1.5,43.06,38.18,0.0,1,1,1,1,280.0,320.0,3000.0,0.6074,0.3779
风电1-光伏2,1,2,72.0,23:00-24:00,24,1.4802,3.1919999999999997,0.0,3.1919999999999997,20.0,20.0,1.5,42.980199999999996,39.788199999999996,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电1-光伏2,1,2,63.0,0:00-1:00,1,1.3698000000000001,9.776,0.0,9.776,20.0,20.0,1.5,42.8698,33.0938,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电1-光伏2,1,2,63.0,1:00-2:00,2,1.0997999999999999,10.904,0.0,10.904,20.000000000000007,20.0,1.5000000000000002,42.5998,31.695800000000002,0.0,1,1,1,1,280.0000000000001,320.0,3000.0000000000005,0.3424,0.3779
风电1-光伏2,1,2,63.0,2:00-3:00,3,0.7998000000000001,15.152000000000001,0.0,15.152000000000001,20.0,20.0,1.5,42.299800000000005,27.147800000000004,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电1-光伏2,1,2,63.0,3:00-4:00,4,0.99,13.312,0.0,13.312,20.0,19.999999999999993,1.4999999999999998,42.489999999999995,29.177999999999997,0.0,1,1,1,1,280.0,319.9999999999999,2999.9999999999995,0.3424,0.3779
风电1-光伏2,1,2,63.0,4:00-5:00,5,1.1802000000000001,15.072000000000001,0.0,15.072000000000001,20.0,20.0,1.5,42.6802,27.608199999999997,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电1-光伏2,1,2,63.0,5:00-6:00,6,1.6301999999999999,18.724,0.0,18.724,20.0,20.0,1.5,43.1302,24.406200000000002,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电1-光伏2,1,2,63.0,6:00-7:00,7,2.5002,9.628,0.0,9.628,20.0,20.0,1.5,44.0002,34.3722,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电1-光伏2,1,2,63.0,7:00-8:00,8,3.3701999999999996,22.804000000000002,3.2,26.004,20.0,20.0,1.5,44.8702,18.866199999999996,0.0,1,1,1,1,280.0,320.0,3000.0,0.6074,0.3779
风电1-光伏2,1,2,63.0,8:00-9:00,9,4.0098,17.852,10.88,28.732,20.0,19.999999999999993,1.4999999999999998,45.50979999999999,16.777799999999992,0.0,1,1,1,1,280.0,319.9999999999999,2999.9999999999995,0.6074,0.3779
风电1-光伏2,1,2,63.0,9:00-10:00,10,4.199999999999999,14.328000000000001,17.92,32.248000000000005,20.0,20.0,1.5,45.7,13.451999999999998,0.0,1,1,1,1,280.0,320.0,3000.0,0.6074,0.3779
风电1-光伏2,1,2,63.0,10:00-11:00,11,4.1202,11.904,24.96,36.864000000000004,11.539903381642521,20.0,1.2038966183574882,36.86400000000001,7.105427357601002e-15,0.0,1,1,1,0,161.5586473429953,320.0,2407.7932367149765,0.8024,0.3779
风电1-光伏2,1,2,63.0,11:00-12:00,12,3.9000000000000004,7.736,31.36,39.096,13.909178743961352,20.0,1.2868212560386474,39.096000000000004,7.105427357601002e-15,0.0,1,1,1,0,194.72850241545893,320.0,2573.6425120772947,0.8024,0.3779
风电1-光伏2,1,2,63.0,12:00-13:00,13,3.2598000000000003,8.556000000000001,35.84,44.396,19.648502415458942,20.0,1.487697584541063,44.396,0.0,0.0,1,1,1,0,275.0790338164252,320.0,2975.395169082126,0.8024,0.3779
风电1-光伏2,1,2,63.0,13:00-14:00,14,2.6898,14.52,37.12,51.64,20.0,20.0,1.5,44.1898,0.0,7.450200000000002,1,1,1,0,280.0,320.0,3000.0,0.8024,0.3779
风电1-光伏2,1,2,63.0,14:00-15:00,15,3.63,6.707999999999999,32.0,38.708,13.795169082125597,20.0,1.282830917874396,38.70799999999999,0.0,7.105427357601002e-15,1,1,1,0,193.13236714975835,320.0,2565.661835748792,0.8024,0.3779
风电1-光伏2,1,2,63.0,15:00-16:00,16,3.8202000000000003,11.175999999999998,25.6,36.775999999999996,19.999999772406426,19.999999999999996,1.4999999920342248,45.32019976444065,8.544199764440656,0.0,1,1,1,1,279.99999681368996,319.99999999999994,2999.9999840684495,0.6074,0.3779
风电1-光伏2,1,2,63.0,16:00-17:00,17,3.75,10.107999999999999,19.2,29.308,20.0,20.0,1.5,45.25,15.942,0.0,1,1,1,1,280.0,320.0,3000.0,0.6074,0.3779
风电1-光伏2,1,2,63.0,17:00-18:00,18,3.1398,6.3839999999999995,9.6,15.983999999999998,20.0,20.0,1.5,44.6398,28.655800000000003,0.0,1,1,1,1,280.0,320.0,3000.0,0.6074,0.3779
风电1-光伏2,1,2,63.0,18:00-19:00,19,2.61,6.428000000000001,3.2,9.628,0.0,6.748076923076924,0.26992307692307693,9.628,0.0,0.0,0,1,1,0,0.0,107.96923076923079,539.8461538461538,0.8024,0.3779
风电1-光伏2,1,2,63.0,19:00-20:00,20,2.1198,5.736,0.0,5.736,0.0,3.7499999999999987,0.14999999999999997,6.019799999999999,0.2837999999999994,0.0,0,1,1,1,0.0,59.99999999999998,299.99999999999994,0.8024,0.3779
风电1-光伏2,1,2,63.0,20:00-21:00,21,1.8599999999999999,3.752,0.0,3.752,0.0,7.9707638557773155,0.31883055423109263,10.149594410008408,6.397594410008408,0.0,0,1,1,1,0.0,127.53222169243705,637.6611084621852,0.8024,0.3779
风电1-光伏2,1,2,63.0,21:00-22:00,22,1.6301999999999999,3.6919999999999997,0.0,3.6919999999999997,20.000000000000007,20.0,1.5000000000000002,43.1302,39.4382,0.0,1,1,1,1,280.0000000000001,320.0,3000.0000000000005,0.6074,0.3779
风电1-光伏2,1,2,63.0,22:00-23:00,23,1.56,4.88,0.0,4.88,20.0,20.0,1.5,43.06,38.18,0.0,1,1,1,1,280.0,320.0,3000.0,0.6074,0.3779
风电1-光伏2,1,2,63.0,23:00-24:00,24,1.4802,3.1919999999999997,0.0,3.1919999999999997,20.000000000000007,20.0,1.5000000000000002,42.98020000000001,39.78820000000001,0.0,1,1,1,1,280.0000000000001,320.0,3000.0000000000005,0.3424,0.3779
风电1-光伏2,1,2,54.0,0:00-1:00,1,1.3698000000000001,9.776,0.0,9.776,20.0,20.0,1.5,42.8698,33.0938,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电1-光伏2,1,2,54.0,1:00-2:00,2,1.0997999999999999,10.904,0.0,10.904,20.000000000000007,20.0,1.5000000000000002,42.5998,31.695800000000002,0.0,1,1,1,1,280.0000000000001,320.0,3000.0000000000005,0.3424,0.3779
风电1-光伏2,1,2,54.0,2:00-3:00,3,0.7998000000000001,15.152000000000001,0.0,15.152000000000001,20.0,20.0,1.5,42.299800000000005,27.147800000000004,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电1-光伏2,1,2,54.0,3:00-4:00,4,0.99,13.312,0.0,13.312,20.0,19.999999999999993,1.4999999999999998,42.489999999999995,29.177999999999997,0.0,1,1,1,1,280.0,319.9999999999999,2999.9999999999995,0.3424,0.3779
风电1-光伏2,1,2,54.0,4:00-5:00,5,1.1802000000000001,15.072000000000001,0.0,15.072000000000001,20.0,20.0,1.5,42.6802,27.608199999999997,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电1-光伏2,1,2,54.0,5:00-6:00,6,1.6301999999999999,18.724,0.0,18.724,20.0,20.0,1.5,43.1302,24.406200000000002,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电1-光伏2,1,2,54.0,6:00-7:00,7,2.5002,9.628,0.0,9.628,20.0,20.0,1.5,44.0002,34.3722,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电1-光伏2,1,2,54.0,7:00-8:00,8,3.3701999999999996,22.804000000000002,3.2,26.004,9.118001648412823,20.0,1.1191300576944487,33.607331706107274,7.603331706107273,0.0,1,1,1,1,127.65202307777953,320.0,2238.2601153888972,0.6074,0.3779
风电1-光伏2,1,2,54.0,8:00-9:00,9,4.0098,17.852,10.88,28.732,3.789565217391307,20.0,0.9326347826086957,28.732,0.0,0.0,1,1,1,0,53.053913043478296,320.0,1865.2695652173913,0.6074,0.3779
风电1-光伏2,1,2,54.0,9:00-10:00,10,4.199999999999999,14.328000000000001,17.92,32.248000000000005,7.0028985507246455,20.0,1.0451014492753625,32.248000000000005,0.0,0.0,1,1,1,0,98.04057971014504,320.0,2090.202898550725,0.6074,0.3779
风电1-光伏2,1,2,54.0,10:00-11:00,11,4.1202,11.904,24.96,36.864000000000004,11.539903381642521,20.0,1.2038966183574882,36.86400000000001,7.105427357601002e-15,0.0,1,1,1,0,161.5586473429953,320.0,2407.7932367149765,0.8024,0.3779
风电1-光伏2,1,2,54.0,11:00-12:00,12,3.9000000000000004,7.736,31.36,39.096,13.909178743961352,20.0,1.2868212560386474,39.096000000000004,7.105427357601002e-15,0.0,1,1,1,0,194.72850241545893,320.0,2573.6425120772947,0.8024,0.3779
风电1-光伏2,1,2,54.0,12:00-13:00,13,3.2598000000000003,8.556000000000001,35.84,44.396,19.648502415458942,20.0,1.487697584541063,44.396,0.0,0.0,1,1,1,0,275.0790338164252,320.0,2975.395169082126,0.8024,0.3779
风电1-光伏2,1,2,54.0,13:00-14:00,14,2.6898,14.52,37.12,51.64,20.0,20.0,1.5,44.1898,0.0,7.450200000000002,1,1,1,0,280.0,320.0,3000.0,0.8024,0.3779
风电1-光伏2,1,2,54.0,14:00-15:00,15,3.63,6.707999999999999,32.0,38.708,13.795169082125597,20.0,1.282830917874396,38.70799999999999,0.0,7.105427357601002e-15,1,1,1,0,193.13236714975835,320.0,2565.661835748792,0.8024,0.3779
风电1-光伏2,1,2,54.0,15:00-16:00,16,3.8202000000000003,11.175999999999998,25.6,36.775999999999996,11.744734299516907,19.999999999999993,1.2110657004830916,36.77599999999999,0.0,7.105427357601002e-15,1,1,1,0,164.4262801932367,319.9999999999999,2422.1314009661833,0.6074,0.3779
风电1-光伏2,1,2,54.0,16:00-17:00,17,3.75,10.107999999999999,19.2,29.308,4.597101449275361,20.0,0.9608985507246377,29.308,0.0,0.0,1,1,1,0,64.35942028985505,320.0,1921.7971014492755,0.6074,0.3779
风电1-光伏2,1,2,54.0,17:00-18:00,18,3.1398,6.3839999999999995,9.6,15.983999999999998,0.0,20.0,0.7999999999999999,23.9398,7.9558000000000035,0.0,0,1,1,1,0.0,320.0,1599.9999999999998,0.6074,0.3779
风电1-光伏2,1,2,54.0,18:00-19:00,19,2.61,6.428000000000001,3.2,9.628,0.0,6.748076923076924,0.26992307692307693,9.628,0.0,0.0,0,1,1,0,0.0,107.96923076923079,539.8461538461538,0.8024,0.3779
风电1-光伏2,1,2,54.0,19:00-20:00,20,2.1198,5.736,0.0,5.736,0.0,3.7499999999999987,0.14999999999999997,6.019799999999999,0.2837999999999994,0.0,0,1,1,1,0.0,59.99999999999998,299.99999999999994,0.8024,0.3779
风电1-光伏2,1,2,54.0,20:00-21:00,21,1.8599999999999999,3.752,0.0,3.752,0.0,3.750000136976954,0.15000000547907816,5.760000142456032,2.008000142456032,0.0,0,1,1,1,0.0,60.00000219163126,300.00001095815634,0.8024,0.3779
风电1-光伏2,1,2,54.0,21:00-22:00,22,1.6301999999999999,3.6919999999999997,0.0,3.6919999999999997,0.0,20.0,0.7999999999999999,22.4302,18.7382,0.0,0,1,1,1,0.0,320.0,1599.9999999999998,0.6074,0.3779
风电1-光伏2,1,2,54.0,22:00-23:00,23,1.56,4.88,0.0,4.88,0.0,20.0,0.8,22.36,17.48,0.0,0,1,1,1,0.0,320.0,1600.0,0.6074,0.3779
风电1-光伏2,1,2,54.0,23:00-24:00,24,1.4802,3.1919999999999997,0.0,3.1919999999999997,20.000000000000007,20.0,1.5000000000000002,42.98020000000001,39.78820000000001,0.0,1,1,1,1,280.0000000000001,320.0,3000.0000000000005,0.3424,0.3779
风电1-光伏2,1,2,45.0,0:00-1:00,1,1.3698000000000001,9.776,0.0,9.776,20.0,20.0,1.5,42.8698,33.0938,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电1-光伏2,1,2,45.0,1:00-2:00,2,1.0997999999999999,10.904,0.0,10.904,20.000000000000007,20.0,1.5000000000000002,42.5998,31.695800000000002,0.0,1,1,1,1,280.0000000000001,320.0,3000.0000000000005,0.3424,0.3779
风电1-光伏2,1,2,45.0,2:00-3:00,3,0.7998000000000001,15.152000000000001,0.0,15.152000000000001,20.0,20.0,1.5,42.299800000000005,27.147800000000004,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电1-光伏2,1,2,45.0,3:00-4:00,4,0.99,13.312,0.0,13.312,20.0,19.999999999999993,1.4999999999999998,42.489999999999995,29.177999999999997,0.0,1,1,1,1,280.0,319.9999999999999,2999.9999999999995,0.3424,0.3779
风电1-光伏2,1,2,45.0,4:00-5:00,5,1.1802000000000001,15.072000000000001,0.0,15.072000000000001,20.0,20.0,1.5,42.6802,27.608199999999997,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电1-光伏2,1,2,45.0,5:00-6:00,6,1.6301999999999999,18.724,0.0,18.724,20.0,20.0,1.5,43.1302,24.406200000000002,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电1-光伏2,1,2,45.0,6:00-7:00,7,2.5002,9.628,0.0,9.628,20.0,20.0,1.5,44.0002,34.3722,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电1-光伏2,1,2,45.0,7:00-8:00,8,3.3701999999999996,22.804000000000002,3.2,26.004,0.0,20.0,0.7999999999999999,24.1702,0.0,1.8338,0,1,1,0,0.0,320.0,1599.9999999999998,0.6074,0.3779
风电1-光伏2,1,2,45.0,8:00-9:00,9,4.0098,17.852,10.88,28.732,3.789565217391307,20.0,0.9326347826086957,28.732,0.0,0.0,1,1,1,0,53.053913043478296,320.0,1865.2695652173913,0.6074,0.3779
风电1-光伏2,1,2,45.0,9:00-10:00,10,4.199999999999999,14.328000000000001,17.92,32.248000000000005,7.0028985507246455,20.0,1.0451014492753625,32.248000000000005,0.0,0.0,1,1,1,0,98.04057971014504,320.0,2090.202898550725,0.6074,0.3779
风电1-光伏2,1,2,45.0,10:00-11:00,11,4.1202,11.904,24.96,36.864000000000004,0.0,19.999999999999996,0.7999999999999998,24.920199999999998,0.0,11.943800000000007,0,1,1,0,0.0,319.99999999999994,1599.9999999999995,0.8024,0.3779
风电1-光伏2,1,2,45.0,11:00-12:00,12,3.9000000000000004,7.736,31.36,39.096,0.0,20.0,0.7999999999999999,24.7,0.0,14.395999999999997,0,1,1,0,0.0,320.0,1599.9999999999998,0.8024,0.3779
风电1-光伏2,1,2,45.0,12:00-13:00,13,3.2598000000000003,8.556000000000001,35.84,44.396,18.809514615430057,20.0,1.4583330115400521,43.52764762697011,0.0,0.868352373029893,1,1,1,0,263.3332046160208,320.0,2916.6660230801044,0.8024,0.3779
风电1-光伏2,1,2,45.0,13:00-14:00,14,2.6898,14.52,37.12,51.64,20.0,20.0,1.5,44.1898,0.0,7.450200000000002,1,1,1,0,280.0,320.0,3000.0,0.8024,0.3779
风电1-光伏2,1,2,45.0,14:00-15:00,15,3.63,6.707999999999999,32.0,38.708,0.0,20.0,0.8,24.43,0.0,14.277999999999999,0,1,1,0,0.0,320.0,1600.0,0.8024,0.3779
风电1-光伏2,1,2,45.0,15:00-16:00,16,3.8202000000000003,11.175999999999998,25.6,36.775999999999996,0.0,19.99999999999999,0.7999999999999996,24.62019999999999,0.0,12.155800000000006,0,1,1,0,0.0,319.99999999999983,1599.999999999999,0.6074,0.3779
风电1-光伏2,1,2,45.0,16:00-17:00,17,3.75,10.107999999999999,19.2,29.308,0.0,20.0,0.7999999999999999,24.55,0.0,4.757999999999999,0,1,1,0,0.0,320.0,1599.9999999999998,0.6074,0.3779
风电1-光伏2,1,2,45.0,17:00-18:00,18,3.1398,6.3839999999999995,9.6,15.983999999999998,0.0,12.350192307692305,0.4940076923076922,15.983999999999996,0.0,1.7763568394002505e-15,0,1,1,0,0.0,197.60307692307688,988.0153846153844,0.6074,0.3779
风电1-光伏2,1,2,45.0,18:00-19:00,19,2.61,6.428000000000001,3.2,9.628,0.0,6.748076923076924,0.26992307692307693,9.628,0.0,0.0,0,1,1,0,0.0,107.96923076923079,539.8461538461538,0.8024,0.3779
风电1-光伏2,1,2,45.0,19:00-20:00,20,2.1198,5.736,0.0,5.736,0.0,0.0,0.0,2.1198,0.0,3.6161999999999996,0,0,0,0,0.0,0.0,0.0,0.8024,0.3779
风电1-光伏2,1,2,45.0,20:00-21:00,21,1.8599999999999999,3.752,0.0,3.752,0.0,0.0,0.0,1.8599999999999999,0.0,1.892,0,0,0,0,0.0,0.0,0.0,0.8024,0.3779
风电1-光伏2,1,2,45.0,21:00-22:00,22,1.6301999999999999,3.6919999999999997,0.0,3.6919999999999997,0.0,0.0,0.0,1.6301999999999999,0.0,2.0618,0,0,0,0,0.0,0.0,0.0,0.6074,0.3779
风电1-光伏2,1,2,45.0,22:00-23:00,23,1.56,4.88,0.0,4.88,0.0,0.0,0.0,1.56,0.0,3.32,0,0,0,0,0.0,0.0,0.0,0.6074,0.3779
风电1-光伏2,1,2,45.0,23:00-24:00,24,1.4802,3.1919999999999997,0.0,3.1919999999999997,19.999999638431866,20.0,1.4999999873451153,42.98019962577698,39.78819962577698,0.0,1,1,1,1,279.99999493804614,320.0,2999.999974690231,0.3424,0.3779
风电1-光伏2,1,2,36.0,0:00-1:00,1,1.3698000000000001,9.776,0.0,9.776,20.0,20.0,1.5,42.8698,33.0938,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电1-光伏2,1,2,36.0,1:00-2:00,2,1.0997999999999999,10.904,0.0,10.904,19.999999518184488,20.0,1.499999983136457,42.59979950132094,31.695799501320938,0.0,1,1,1,1,279.9999932545828,320.0,2999.999966272914,0.3424,0.3779
风电1-光伏2,1,2,36.0,2:00-3:00,3,0.7998000000000001,15.152000000000001,0.0,15.152000000000001,20.0,20.0,1.5,42.299800000000005,27.147800000000004,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电1-光伏2,1,2,36.0,3:00-4:00,4,0.99,13.312,0.0,13.312,20.0,19.999999999999993,1.4999999999999998,42.489999999999995,29.177999999999997,0.0,1,1,1,1,280.0,319.9999999999999,2999.9999999999995,0.3424,0.3779
风电1-光伏2,1,2,36.0,4:00-5:00,5,1.1802000000000001,15.072000000000001,0.0,15.072000000000001,20.0,20.0,1.5,42.6802,27.608199999999997,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电1-光伏2,1,2,36.0,5:00-6:00,6,1.6301999999999999,18.724,0.0,18.724,20.0,20.0,1.5,43.1302,24.406200000000002,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电1-光伏2,1,2,36.0,6:00-7:00,7,2.5002,9.628,0.0,9.628,20.0,20.0,1.5,44.0002,34.3722,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电1-光伏2,1,2,36.0,7:00-8:00,8,3.3701999999999996,22.804000000000002,3.2,26.004,0.0,0.0,0.0,3.3701999999999996,0.0,22.6338,0,0,0,0,0.0,0.0,0.0,0.6074,0.3779
风电1-光伏2,1,2,36.0,8:00-9:00,9,4.0098,17.852,10.88,28.732,0.0,20.0,0.7999999999999999,24.8098,0.0,3.9222,0,1,1,0,0.0,320.0,1599.9999999999998,0.6074,0.3779
风电1-光伏2,1,2,36.0,9:00-10:00,10,4.199999999999999,14.328000000000001,17.92,32.248000000000005,0.0,0.0,0.0,4.199999999999999,0.0,28.048000000000005,0,0,0,0,0.0,0.0,0.0,0.6074,0.3779
风电1-光伏2,1,2,36.0,10:00-11:00,11,4.1202,11.904,24.96,36.864000000000004,0.0,0.0,0.0,4.1202,0.0,32.74380000000001,0,0,0,0,0.0,0.0,0.0,0.8024,0.3779
风电1-光伏2,1,2,36.0,11:00-12:00,12,3.9000000000000004,7.736,31.36,39.096,0.0,20.0,0.7999999999999999,24.7,0.0,14.395999999999997,0,1,1,0,0.0,320.0,1599.9999999999998,0.8024,0.3779
风电1-光伏2,1,2,36.0,12:00-13:00,13,3.2598000000000003,8.556000000000001,35.84,44.396,0.0,20.0,0.8,24.0598,0.0,20.3362,0,1,1,0,0.0,320.0,1600.0,0.8024,0.3779
风电1-光伏2,1,2,36.0,13:00-14:00,14,2.6898,14.52,37.12,51.64,0.0,17.64980811389619,0.7059923245558475,21.045600438452038,0.0,30.594399561547963,0,1,1,0,0.0,282.396929822339,1411.984649111695,0.8024,0.3779
风电1-光伏2,1,2,36.0,14:00-15:00,15,3.63,6.707999999999999,32.0,38.708,0.0,20.0,0.8,24.43,0.0,14.277999999999999,0,1,1,0,0.0,320.0,1600.0,0.8024,0.3779
风电1-光伏2,1,2,36.0,15:00-16:00,16,3.8202000000000003,11.175999999999998,25.6,36.775999999999996,0.0,19.99999999999999,0.7999999999999996,24.62019999999999,0.0,12.155800000000006,0,1,1,0,0.0,319.99999999999983,1599.999999999999,0.6074,0.3779
风电1-光伏2,1,2,36.0,16:00-17:00,17,3.75,10.107999999999999,19.2,29.308,0.0,20.0,0.7999999999999999,24.55,0.0,4.757999999999999,0,1,1,0,0.0,320.0,1599.9999999999998,0.6074,0.3779
风电1-光伏2,1,2,36.0,17:00-18:00,18,3.1398,6.3839999999999995,9.6,15.983999999999998,0.0,12.350192307692305,0.4940076923076922,15.983999999999996,0.0,1.7763568394002505e-15,0,1,1,0,0.0,197.60307692307688,988.0153846153844,0.6074,0.3779
风电1-光伏2,1,2,36.0,18:00-19:00,19,2.61,6.428000000000001,3.2,9.628,0.0,0.0,0.0,2.61,0.0,7.018000000000001,0,0,0,0,0.0,0.0,0.0,0.8024,0.3779
风电1-光伏2,1,2,36.0,19:00-20:00,20,2.1198,5.736,0.0,5.736,0.0,0.0,0.0,2.1198,0.0,3.6161999999999996,0,0,0,0,0.0,0.0,0.0,0.8024,0.3779
风电1-光伏2,1,2,36.0,20:00-21:00,21,1.8599999999999999,3.752,0.0,3.752,0.0,0.0,0.0,1.8599999999999999,0.0,1.892,0,0,0,0,0.0,0.0,0.0,0.8024,0.3779
